Basis,Line,Product,,Rate,Yield,Uptime
Net Quantity Produced,Line 91,1027830,0.73,1472683.261683164,1742130.6630838932,1632089.0538033396
Net Quantity Produced,Line 91,1027830,0.74,1472683.261683164,1743676.5184588844,1632089.0538033396
Net Quantity Produced,Line 91,1027830,0.75,1472683.261683164,1745227.8320874067,1632089.0538033396
Net Quantity Produced,Line 91,1027830,0.76,1472683.261683164,1746779.1457159286,1632089.0538033396
Net Quantity Produced,Line 91,1027830,0.77,1472683.261683164,1758445.7344647413,1632089.0538033396
Net Quantity Produced,Line 91,1027830,0.78,1472683.261683164,1771075.6827488192,1632089.0538033396
Net Quantity Produced,Line 91,1027830,0.79,1472683.261683164,1776750.2781134841,1632089.0538033396
Net Quantity Produced,Line 91,1027830,0.8,1472683.261683164,1779970.0430360031,1632089.0538033396
Net Quantity Produced,Line 91,1027830,0.81,1472844.105286006,1918776.8907398747,1632089.0538033396
Net Quantity Produced,Line 91,1027830,0.82,1473177.6749458038,2161881.4944293946,1632089.0538033396
Net Quantity Produced,Line 91,1027830,0.83,1473932.928681443,2332271.9281957247,1632089.0538033396
Net Quantity Produced,Line 91,1027830,0.84,1474668.0100142732,2389551.4309704197,1632089.0538033396
Net Quantity Produced,Line 91,1027830,0.85,1477091.5395077774,2434378.867924528,1632089.0538033396
Net Quantity Produced,Line 91,1027830,0.86,1479650.2905436533,2434378.867924528,1632089.0538033396
Net Quantity Produced,Line 91,1027830,0.87,1492310.0804107757,2434378.867924528,1632089.0538033396
Net Quantity Produced,Line 91,1027830,0.88,1521388.834797156,2434378.867924528,1632089.0538033396
Net Quantity Produced,Line 91,1027830,0.89,1531582.8194873922,2434378.867924528,1632089.0538033396
Net Quantity Produced,Line 91,1027830,0.9,1539121.1003424495,2434378.867924528,1632089.0538033396
Net Quantity Produced,Line 91,1027830,0.91,1545962.1077560766,2434378.867924528,1632089.0538033396
Net Quantity Produced,Line 91,1027830,0.92,1546428.5909781947,2434378.867924528,1632089.0538033396
Net Quantity Produced,Line 91,1027830,0.93,1547040.4402307977,2434378.867924528,1632089.0538033396
Net Quantity Produced,Line 91,1027830,0.94,1547318.6971206835,2434378.867924528,1632089.0538033396
Net Quantity Produced,Line 91,1027830,0.95,1549507.4790909826,2434378.867924528,1632089.0538033396
Net Quantity Produced,Line 91,1027830,0.96,1550548.2563270975,2434378.867924528,1632089.0538033396
Net Quantity Produced,Line 91,1027830,0.97,1552073.1949275392,2434378.867924528,1632089.0538033396
Net Quantity Produced,Line 91,1027830,0.98,1552628.1719490346,2436233.632776281,1632089.0538033396
Net Quantity Produced,Line 91,1027830,0.99,1557492.9859325245,2446898.5306738545,1632089.0538033396
Net Quantity Produced,Line 91,1027830,1.0,1569834.5194088542,2457563.4285714286,1632089.0538033396
Net Quantity Produced,Line 91,1027859,0.5,9601409.0,9601409.0,9601409.0
Net Quantity Produced,Line 91,1027859,0.51,9604777.2898479,9705634.981912706,9618047.348472666
Net Quantity Produced,Line 91,1027859,0.52,9608832.560718805,9705634.981912706,9655154.666946856
Net Quantity Produced,Line 91,1027859,0.53,9610728.493195454,9718046.27984354,9687671.087863559
Net Quantity Produced,Line 91,1027859,0.54,9611673.466052841,9718046.279843543,9714748.611037003
Net Quantity Produced,Line 91,1027859,0.55,9615902.73355956,9718046.279843543,9748346.963225218
Net Quantity Produced,Line 91,1027859,0.56,9619359.758047309,9718046.279843543,9784986.419527944
Net Quantity Produced,Line 91,1027859,0.57,9623448.675893176,9718046.279843543,9833878.016445868
Net Quantity Produced,Line 91,1027859,0.58,9623448.675893176,9730489.36086767,9857329.607790466
Net Quantity Produced,Line 91,1027859,0.59,9623448.675893176,9764624.95317476,9895665.064464748
Net Quantity Produced,Line 91,1027859,0.6,9623448.675893176,9795713.086693292,9919847.69045226
Net Quantity Produced,Line 91,1027859,0.61,9623448.675893176,9831193.002377296,9960405.492440993
Net Quantity Produced,Line 91,1027859,0.62,9635754.876245981,9882330.54725312,10008039.709773108
Net Quantity Produced,Line 91,1027859,0.63,9635754.876245981,9934002.863840064,10044065.096975787
Net Quantity Produced,Line 91,1027859,0.64,9648425.903464831,9961087.863547258,10127227.597953403
Net Quantity Produced,Line 91,1027859,0.65,9676159.766187277,10025741.676566819,10194278.095401248
Net Quantity Produced,Line 91,1027859,0.66,9901005.50974732,10092313.666451061,10470229.052407492
Net Quantity Produced,Line 91,1027859,0.67,9929769.396399967,10152622.738913443,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.68,9941103.848490212,10213849.681905203,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.69,9954112.094598314,10228145.613509621,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.7,9957781.061435167,10241930.176331066,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.71,10307991.21533773,10247044.23053517,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.72,10348855.597930055,10297441.993004942,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.73,10386493.490399737,10343839.175617702,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.74,10400638.638513597,10435740.08961294,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.75,10405433.430949632,10525640.15351475,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.76,10410802.32964237,10613843.841952024,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.77,10417052.425885461,10628688.378793916,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.78,10423351.698825473,10673472.178142766,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.79,10425462.410300804,10766166.457969887,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.8,10539404.008336248,10834781.718204143,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.81,10639227.767130159,10904270.45852579,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.82,10651205.839693038,10974664.42426475,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.83,10663303.03518114,11061880.918249853,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.84,10679788.705259193,11078006.109092785,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.85,10801175.749103226,11078006.109092785,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.86,10837054.823553642,11078006.109092785,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.87,10876324.930629788,11078006.109092785,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.88,10896934.608252421,11078006.109092785,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.89,10906150.337262532,11078006.109092785,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.9,10910328.5836989,11078006.109092785,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.91,10914744.526268251,11078006.109092785,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.92,10918703.68728632,11078006.109092785,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.93,10925766.906861344,11094178.38078489,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.94,10927905.913290462,11094178.38078489,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.95,10933115.969805988,11094178.38078489,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.96,10940212.113643266,11094178.38078489,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.97,10940212.113643266,11110397.939821124,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.98,10969386.405569179,11160327.07199847,10526898.857925992
Net Quantity Produced,Line 91,1027859,0.99,12442370.273093158,11175753.221820073,10526898.857925992
Net Quantity Produced,Line 91,1027859,1.0,17940609.439956415,11308797.903032217,10526898.857925992
Net Quantity Produced,Line 91,1028173 A,0.5,1338696.0,1338696.0,1338696.0
Net Quantity Produced,Line 91,1028173 A,0.51,1338844.707111668,1339310.362551629,1344721.4825391897
Net Quantity Produced,Line 91,1028173 A,0.52,1339005.8309485505,1339310.362551629,1345585.8276206735
Net Quantity Produced,Line 91,1028173 A,0.53,1339066.198926182,1339902.837135741,1350069.6177308706
Net Quantity Produced,Line 91,1028173 A,0.54,1339263.7570874926,1343391.854131066,1354894.159267422
Net Quantity Produced,Line 91,1028173 A,0.55,1339306.9638564317,1345893.4134862048,1357021.777929536
Net Quantity Produced,Line 91,1028173 A,0.56,1339306.9638564317,1345893.4134862048,1358201.9414061774
Net Quantity Produced,Line 91,1028173 A,0.57,1339384.758595789,1347230.3936982772,1358979.0208784726
Net Quantity Produced,Line 91,1028173 A,0.58,1339585.0590456878,1350604.6770906504,1359614.8131739877
Net Quantity Produced,Line 91,1028173 A,0.59,1339745.9866615636,1354018.2435895586,1361684.2547633091
Net Quantity Produced,Line 91,1028173 A,0.6,1339835.0002300672,1357469.63826513,1365083.458016452
Net Quantity Produced,Line 91,1028173 A,0.61,1340501.606620783,1358772.0513502515,1367485.340021729
Net Quantity Produced,Line 91,1028173 A,0.62,1340885.1124510525,1358772.0513502515,1370319.3945677478
Net Quantity Produced,Line 91,1028173 A,0.63,1340890.0690146543,1359960.665683413,1374732.5410895548
Net Quantity Produced,Line 91,1028173 A,0.64,1340890.0690146543,1361575.9620848887,1380043.2767344406
Net Quantity Produced,Line 91,1028173 A,0.65,1340890.0690146543,1367762.2667241546,1380043.2767344406
Net Quantity Produced,Line 91,1028173 A,0.66,1340890.0690146543,1374761.1950501385,1381015.6649511098
Net Quantity Produced,Line 91,1028173 A,0.67,1340890.0690146543,1375497.854680925,1388387.5311749186
Net Quantity Produced,Line 91,1028173 A,0.68,1340890.0690146543,1376627.6469235495,1395302.2918267888
Net Quantity Produced,Line 91,1028173 A,0.69,1341145.468890915,1385581.6584265293,1399000.6914542918
Net Quantity Produced,Line 91,1028173 A,0.7,1341899.7124513458,1393095.9275661535,1400903.9128356357
Net Quantity Produced,Line 91,1028173 A,0.71,1342428.5715945358,1394419.304543348,1401593.726698743
Net Quantity Produced,Line 91,1028173 A,0.72,1344119.7489431838,1396351.0404100686,1412073.9108117337
Net Quantity Produced,Line 91,1028173 A,0.73,1345052.5262320947,1399689.6062088166,1426397.9372342075
Net Quantity Produced,Line 91,1028173 A,0.74,1360534.4783864708,1402533.9380423164,1435286.5628558125
Net Quantity Produced,Line 91,1028173 A,0.75,1383494.6730686962,1404681.8492884205,1439674.7763464225
Net Quantity Produced,Line 91,1028173 A,0.76,1390100.7971259966,1408622.6627416462,1448476.136358839
Net Quantity Produced,Line 91,1028173 A,0.77,1397120.6642947805,1414164.2817369448,1455719.1819214653
Net Quantity Produced,Line 91,1028173 A,0.78,1399501.3836765846,1419471.2397041398,1466652.316101195
Net Quantity Produced,Line 91,1028173 A,0.79,1400240.942259035,1424647.0635673946,1484903.2949371412
Net Quantity Produced,Line 91,1028173 A,0.8,1400395.7932528614,1428477.1738089072,1495981.8717988515
Net Quantity Produced,Line 91,1028173 A,0.81,1400569.4101570018,1431869.9271233538,1495981.8717988515
Net Quantity Produced,Line 91,1028173 A,0.82,1401022.104194559,1433058.325822483,1495981.8717988515
Net Quantity Produced,Line 91,1028173 A,0.83,1401064.07131037,1433911.2792540642,1495981.8717988515
Net Quantity Produced,Line 91,1028173 A,0.84,1401291.034199475,1435473.8899407214,1495981.8717988515
Net Quantity Produced,Line 91,1028173 A,0.85,1401738.6000908413,1437774.0565160303,1495981.8717988515
Net Quantity Produced,Line 91,1028173 A,0.86,1402274.0755249648,1447023.7459753081,1495981.8717988515
Net Quantity Produced,Line 91,1028173 A,0.87,1402730.1003779569,1455588.4250865087,1495981.8717988515
Net Quantity Produced,Line 91,1028173 A,0.88,1403031.000325366,1461537.610141413,1495981.8717988515
Net Quantity Produced,Line 91,1028173 A,0.89,1404209.788245544,1466646.082306492,1495981.8717988515
Net Quantity Produced,Line 91,1028173 A,0.9,1405160.2626576775,1469974.2212931165,1495981.8717988515
Net Quantity Produced,Line 91,1028173 A,0.91,1405622.2767818973,1475582.0110644177,1495981.8717988515
Net Quantity Produced,Line 91,1028173 A,0.92,1405757.1938558721,1484163.2583809488,1495981.8717988515
Net Quantity Produced,Line 91,1028173 A,0.93,1405920.7143820769,1489376.4500936342,1495981.8717988515
Net Quantity Produced,Line 91,1028173 A,0.94,1406497.0870579854,1491802.2854445162,1495981.8717988515
Net Quantity Produced,Line 91,1028173 A,0.95,1406603.2992762036,1495445.1259901049,1495981.8717988515
Net Quantity Produced,Line 91,1028173 A,0.96,1407137.9284105343,1499713.8549215428,1495981.8717988515
Net Quantity Produced,Line 91,1028173 A,0.97,1407380.485660009,1503931.2539420838,1495981.8717988515
Net Quantity Produced,Line 91,1028173 A,0.98,1407645.052047468,1508133.6295740695,1495981.8717988515
Net Quantity Produced,Line 91,1028173 A,0.99,1409252.508630288,1510451.04918308,1495981.8717988515
Net Quantity Produced,Line 91,1028173 A,1.0,1414593.2487794536,1512527.8361083064,1495981.8717988515
Net Quantity Produced,Line 91,1028199 B,0.5,951168.0,951168.0,951168.0
Net Quantity Produced,Line 91,1028199 B,0.51,951300.014192806,952573.5059793815,959596.8118153847
Net Quantity Produced,Line 91,1028199 B,0.52,951332.4608359012,952802.3092783506,965033.9157333334
Net Quantity Produced,Line 91,1028199 B,0.53,951352.8207470513,952802.3092783506,973488.7424
Net Quantity Produced,Line 91,1028199 B,0.54,951394.399631815,953163.7170508354,989331.7868307692
Net Quantity Produced,Line 91,1028199 B,0.55,951484.1249137366,953870.1049697831,996303.766974359
Net Quantity Produced,Line 91,1028199 B,0.56,951624.7989603815,954576.9468473083,1006488.5812512821
Net Quantity Produced,Line 91,1028199 B,0.57,951735.8392028997,955285.77479361,1010312.7643897434
Net Quantity Produced,Line 91,1028199 B,0.58,951957.0194846715,955994.6027399118,1026598.0612923075
Net Quantity Produced,Line 91,1028199 B,0.59,952413.2257251206,960422.673629696,1037420.2394256411
Net Quantity Produced,Line 91,1028199 B,0.6,952604.4223758958,965453.864996802,1043000.4250256411
Net Quantity Produced,Line 91,1028199 B,0.61,952651.5862796821,969361.5075922306,1045471.8358974359
Net Quantity Produced,Line 91,1028199 B,0.62,952791.9319666328,972292.1512557663,1047839.1873641027
Net Quantity Produced,Line 91,1028199 B,0.63,953041.9476861167,974609.4043850735,1050492.7021948718
Net Quantity Produced,Line 91,1028199 B,0.64,953041.9476861167,974609.4043850735,1055721.687302564
Net Quantity Produced,Line 91,1028199 B,0.65,953041.9476861167,974609.4043850735,1062251.4149743589
Net Quantity Produced,Line 91,1028199 B,0.66,953041.9476861167,978563.3357765289,1063851.328328205
Net Quantity Produced,Line 91,1028199 B,0.67,953041.9476861167,983037.521298439,1065620.3382153846
Net Quantity Produced,Line 91,1028199 B,0.68,953162.7877323143,985858.7851258761,1066465.8208820513
Net Quantity Produced,Line 91,1028199 B,0.69,953652.7186620592,987371.4859451884,1067090.1773128207
Net Quantity Produced,Line 91,1028199 B,0.7,954411.2942524466,990329.7275051548,1067974.6822564101
Net Quantity Produced,Line 91,1028199 B,0.71,954660.5687435538,998058.2535092785,1070992.4050051284
Net Quantity Produced,Line 91,1028199 B,0.72,954698.7479566473,1005786.7795134023,1078913.9272205129
Net Quantity Produced,Line 91,1028199 B,0.73,955310.4836329739,1007938.3297844535,1081645.486605128
Net Quantity Produced,Line 91,1028199 B,0.74,955482.0227441998,1009517.8825444204,1090100.3132717947
Net Quantity Produced,Line 91,1028199 B,0.75,956262.9220301877,1014873.2314324311,1091973.3825641028
Net Quantity Produced,Line 91,1028199 B,0.76,957107.8041571393,1022947.1535326337,1092597.738994872
Net Quantity Produced,Line 91,1028199 B,0.77,958093.9815284836,1030447.7362865711,1094418.7785846153
Net Quantity Produced,Line 91,1028199 B,0.78,961527.310669087,1036280.4227604652,1098581.1547897437
Net Quantity Produced,Line 91,1028199 B,0.79,965184.115402893,1042113.109234359,1106775.83294359
Net Quantity Produced,Line 91,1028199 B,0.8,967395.9225980783,1043306.8484268158,1109793.555692308
Net Quantity Produced,Line 91,1028199 B,0.81,975025.192030321,1044152.6665731649,1114138.0358564102
Net Quantity Produced,Line 91,1028199 B,0.82,981904.8253508403,1044487.0597938146,1116557.417025641
Net Quantity Produced,Line 91,1028199 B,0.83,985098.8936221874,1044487.0597938146,1118781.6868102564
Net Quantity Produced,Line 91,1028199 B,0.84,985657.3422707091,1045440.2038787972,1123360.3006358973
Net Quantity Produced,Line 91,1028199 B,0.85,986285.6155026923,1048855.6368499864,1128003.9515897436
Net Quantity Produced,Line 91,1028199 B,0.86,987096.7767349136,1052271.0698211752,1138253.8029948717
Net Quantity Produced,Line 91,1028199 B,0.87,987134.5051643192,1075777.420743336,1145485.9316512821
Net Quantity Produced,Line 91,1028199 B,0.88,987220.5985193783,1100263.8164435935,1146266.3771897436
Net Quantity Produced,Line 91,1028199 B,0.89,989387.4166258936,1110580.3906275395,1148893.8771692307
Net Quantity Produced,Line 91,1028199 B,0.9,1015263.463523189,1112500.0335425606,1159351.8473846153
Net Quantity Produced,Line 91,1028199 B,0.91,1068103.5077995893,1117320.0671700307,1170668.3076923077
Net Quantity Produced,Line 91,1028199 B,0.92,1119460.9142997118,1128833.3101339203,1170668.3076923077
Net Quantity Produced,Line 91,1028199 B,0.93,1146009.7431055903,1140346.55309781,1170668.3076923077
Net Quantity Produced,Line 91,1028199 B,0.94,1251305.8832803345,1155192.8551712572,1170668.3076923077
Net Quantity Produced,Line 91,1028199 B,0.95,1288074.8280272093,1170118.5157949326,1170668.3076923077
Net Quantity Produced,Line 91,1028199 B,0.96,1295650.0452308673,1180289.8771057941,1170668.3076923077
Net Quantity Produced,Line 91,1028199 B,0.97,1313031.0828691223,1187914.29235622,1170668.3076923077
Net Quantity Produced,Line 91,1028199 B,0.98,1481503.7691431649,1194143.289227564,1170668.3076923077
Net Quantity Produced,Line 91,1028199 B,0.99,1917047.4636016125,1197481.7765993802,1170668.3076923077
Net Quantity Produced,Line 91,1028199 B,1.0,2304279.5765899746,1200820.2639711967,1170668.3076923077
Net Quantity Produced,Line 91,1028464,0.5,1797000.0,1796999.9999999998,1797000.0
Net Quantity Produced,Line 91,1028464,0.51,1800213.7623311796,1798721.1984820988,1805727.3459426477
Net Quantity Produced,Line 91,1028464,0.52,1800910.0200152074,1799797.5333764725,1808402.5625381332
Net Quantity Produced,Line 91,1028464,0.53,1801280.0860632467,1800791.0732789708,1820046.3331299573
Net Quantity Produced,Line 91,1028464,0.54,1802289.539770284,1800791.0732789708,1824168.79804759
Net Quantity Produced,Line 91,1028464,0.55,1803761.1135324659,1802865.7173726107,1825616.0463697375
Net Quantity Produced,Line 91,1028464,0.56,1804157.9937429356,1802865.7173726107,1830834.9115314216
Net Quantity Produced,Line 91,1028464,0.57,1804789.4712954978,1804945.1472657737,1833992.5442342893
Net Quantity Produced,Line 91,1028464,0.58,1804937.6908158942,1805992.660074455,1837961.5131177544
Net Quantity Produced,Line 91,1028464,0.59,1806196.9752925748,1811970.499816525,1842654.1061622938
Net Quantity Produced,Line 91,1028464,0.6,1811058.0371729978,1819975.203295082,1850175.4118364856
Net Quantity Produced,Line 91,1028464,0.61,1815896.6094305988,1822617.8498558651,1854056.6687004273
Net Quantity Produced,Line 91,1028464,0.62,1829480.831812056,1829174.6462636744,1857148.5173886518
Net Quantity Produced,Line 91,1028464,0.63,1843451.2089579501,1834774.3127268562,1863880.414887126
Net Quantity Produced,Line 91,1028464,0.64,1846567.2418151663,1836515.4606859223,1864428.6150091519
Net Quantity Produced,Line 91,1028464,0.65,1851945.230879267,1845386.135235172,1867059.9755948752
Net Quantity Produced,Line 91,1028464,0.66,1853253.552070927,1846824.0984574333,1874427.7852348993
Net Quantity Produced,Line 91,1028464,0.67,1855008.8390167956,1850493.9096612248,1875392.6174496645
Net Quantity Produced,Line 91,1028464,0.68,1857542.5325586612,1856126.993285476,1879032.6662599149
Net Quantity Produced,Line 91,1028464,0.69,1860679.3186753131,1858536.1552012186,1883023.563148261
Net Quantity Produced,Line 91,1028464,0.7,1864988.9374474224,1858536.155201218,1889645.8206223308
Net Quantity Produced,Line 91,1028464,0.71,1865714.1468727856,1871779.9078751658,1892803.4533251985
Net Quantity Produced,Line 91,1028464,0.72,1869053.4693160634,1878856.5339272947,1898592.446613789
Net Quantity Produced,Line 91,1028464,0.73,1869606.959488932,1883775.8864976221,1906354.9603416715
Net Quantity Produced,Line 91,1028464,0.74,1869713.4952090948,1887089.5500295418,1911902.745576571
Net Quantity Produced,Line 91,1028464,0.75,1870069.9376391645,1890112.8993357518,1917055.826723612
Net Quantity Produced,Line 91,1028464,0.76,1870258.727029697,1894282.305069522,1926726.076876144
Net Quantity Produced,Line 91,1028464,0.77,1870479.8753665015,1899467.348636247,1941856.400244051
Net Quantity Produced,Line 91,1028464,0.78,1870616.3721051905,1903010.046419554,1952162.5625381335
Net Quantity Produced,Line 91,1028464,0.79,1870970.235237672,1915791.5689591095,1973520.4392922514
Net Quantity Produced,Line 91,1028464,0.8,1871679.5482128724,1922718.107284819,1973520.4392922514
Net Quantity Produced,Line 91,1028464,0.81,1871776.320995496,1924888.0168535896,1973520.4392922514
Net Quantity Produced,Line 91,1028464,0.82,1871839.4676857265,1929577.6111953463,1973520.4392922514
Net Quantity Produced,Line 91,1028464,0.83,1872717.4375550875,1930895.3213446096,1973520.4392922514
Net Quantity Produced,Line 91,1028464,0.84,1873814.0405014,1933965.79618109,1973520.4392922514
Net Quantity Produced,Line 91,1028464,0.85,1873814.0405014,1937711.9728776251,1973520.4392922514
Net Quantity Produced,Line 91,1028464,0.86,1873814.0405014,1950213.191603309,1973520.4392922514
Net Quantity Produced,Line 91,1028464,0.87,1873822.7327224577,1957923.2392947439,1973520.4392922514
Net Quantity Produced,Line 91,1028464,0.88,1874519.4596510662,1963177.065570231,1973520.4392922514
Net Quantity Produced,Line 91,1028464,0.89,1875544.9252727479,1973842.303400017,1973520.4392922514
Net Quantity Produced,Line 91,1028464,0.9,1875951.8141161732,1977066.285866311,1973520.4392922514
Net Quantity Produced,Line 91,1028464,0.91,1877607.6719357446,1979392.6668185522,1973520.4392922514
Net Quantity Produced,Line 91,1028464,0.92,1878885.6046908805,1983179.9405132793,1973520.4392922514
Net Quantity Produced,Line 91,1028464,0.93,1881550.510475455,1998225.0237747524,1973520.4392922514
Net Quantity Produced,Line 91,1028464,0.94,1883648.4833617944,2003543.3733536426,1973520.4392922514
Net Quantity Produced,Line 91,1028464,0.95,1885767.2306307082,2012960.2745596436,1973520.4392922514
Net Quantity Produced,Line 91,1028464,0.96,1888863.8186650262,2019160.9979991938,1973520.4392922514
Net Quantity Produced,Line 91,1028464,0.97,1905760.1603404079,2029406.4225971708,1973520.4392922514
Net Quantity Produced,Line 91,1028464,0.98,1957606.0257899663,2029685.3990654033,1973520.4392922514
Net Quantity Produced,Line 91,1028464,0.99,2072747.879803764,2032321.3541291247,1973520.4392922514
Net Quantity Produced,Line 91,1028464,1.0,2661506.183204047,2037613.8576555024,1973520.4392922514
Net Quantity Produced,Line 91,1028623,0.5,1623876.0,1623876.0,1623876.0000000002
Net Quantity Produced,Line 91,1028623,0.51,1625165.8927941078,1628418.3104895107,1629445.2030626894
Net Quantity Produced,Line 91,1028623,0.52,1626547.2559612766,1628418.3104895107,1637086.6677301005
Net Quantity Produced,Line 91,1028623,0.53,1627272.621550727,1632477.8885311536,1652240.0807146276
Net Quantity Produced,Line 91,1028623,0.54,1627692.9493157982,1639601.1521564494,1663248.970489711
Net Quantity Produced,Line 91,1028623,0.55,1628113.1636815255,1642237.9849773988,1664803.1666932525
Net Quantity Produced,Line 91,1028623,0.56,1628892.5787139216,1646996.7427747766,1667134.4609985645
Net Quantity Produced,Line 91,1028623,0.57,1630005.1541035913,1653221.718700083,1674775.9256659753
Net Quantity Produced,Line 91,1028623,0.58,1632378.3752144459,1662952.5362775906,1692260.6329558142
Net Quantity Produced,Line 91,1028623,0.59,1632989.6384639284,1691351.29331854,1694462.410910831
Net Quantity Produced,Line 91,1028623,0.6,1633864.0210740566,1703746.5151555643,1698736.4504705695
Net Quantity Produced,Line 91,1028623,0.61,1634296.513094843,1709105.4149041937,1700290.6466741106
Net Quantity Produced,Line 91,1028623,0.62,1634828.2649327696,1714303.4960415093,1702621.9409794223
Net Quantity Produced,Line 91,1028623,0.63,1635004.1042582162,1717834.171521183,1706507.4314882758
Net Quantity Produced,Line 91,1028623,0.64,1635120.4077697068,1727004.1673179707,1716868.7395118838
Net Quantity Produced,Line 91,1028623,0.65,1635340.7948988737,1737599.852000522,1722956.0079757536
Net Quantity Produced,Line 91,1028623,0.66,1635897.8116931187,1740670.9041020174,1726193.916733131
Net Quantity Produced,Line 91,1028623,0.67,1636387.266362334,1741395.3211914804,1728913.7600893283
Net Quantity Produced,Line 91,1028623,0.68,1636788.6312671169,1743652.2558462,1731892.636146116
Net Quantity Produced,Line 91,1028623,0.69,1636823.4461299134,1751503.0934767914,1737850.3882596905
Net Quantity Produced,Line 91,1028623,0.7,1637893.2678474025,1755595.0614729167,1746916.532780348
Net Quantity Produced,Line 91,1028623,0.71,1638497.5652595677,1760003.4611136534,1753133.3175945126
Net Quantity Produced,Line 91,1028623,0.72,1638645.41053031,1765757.4816817583,1757795.9062051366
Net Quantity Produced,Line 91,1028623,0.73,1638645.41053031,1768371.8984230994,1761681.3967139896
Net Quantity Produced,Line 91,1028623,0.74,1640047.438347615,1775538.2170876544,1763235.5929175308
Net Quantity Produced,Line 91,1028623,0.75,1640714.9091772789,1783505.7686313686,1772560.770138778
Net Quantity Produced,Line 91,1028623,0.76,1641450.9714242038,1783907.9060960382,1776964.3260488114
Net Quantity Produced,Line 91,1028623,0.77,1642075.9283483748,1787056.4112975642,1777870.9405008773
Net Quantity Produced,Line 91,1028623,0.78,1643181.9813211865,1792468.6486254595,1784217.2416653375
Net Quantity Produced,Line 91,1028623,0.79,1644891.144283543,1795123.2309783122,1797427.9093954377
Net Quantity Produced,Line 91,1028623,0.8,1647304.3169412902,1798424.6036950587,1816337.296538523
Net Quantity Produced,Line 91,1028623,0.81,1651470.8513435374,1804623.0784679777,1855321.717977349
Net Quantity Produced,Line 91,1028623,0.82,1655956.2551211154,1816509.5257424922,1865035.4442494817
Net Quantity Produced,Line 91,1028623,0.83,1659314.4794355473,1824472.9520237376,1865035.4442494817
Net Quantity Produced,Line 91,1028623,0.84,1660725.4139219353,1825569.5839292782,1865035.4442494817
Net Quantity Produced,Line 91,1028623,0.85,1668401.483406856,1825569.5839292782,1865035.4442494817
Net Quantity Produced,Line 91,1028623,0.86,1669554.8707618436,1826045.4627421678,1865035.4442494817
Net Quantity Produced,Line 91,1028623,0.87,1669618.8442452198,1826390.0646411567,1865035.4442494817
Net Quantity Produced,Line 91,1028623,0.88,1670548.514545487,1827244.372019456,1865035.4442494817
Net Quantity Produced,Line 91,1028623,0.89,1671638.1808311008,1827724.9199197497,1865035.4442494817
Net Quantity Produced,Line 91,1028623,0.9,1673348.7764679375,1828228.6236378378,1865035.4442494817
Net Quantity Produced,Line 91,1028623,0.91,1673969.9087065547,1828444.4966598756,1865035.4442494817
Net Quantity Produced,Line 91,1028623,0.92,1674686.101952822,1829539.546161421,1865035.4442494817
Net Quantity Produced,Line 91,1028623,0.93,1682437.0434762002,1829885.3512671727,1865035.4442494817
Net Quantity Produced,Line 91,1028623,0.94,1750832.8919589114,1829885.3512671725,1865035.4442494817
Net Quantity Produced,Line 91,1028623,0.95,2256137.2764049275,1830410.8251011516,1865035.4442494817
Net Quantity Produced,Line 91,1028623,0.96,2368179.58057908,1833775.4104745896,1865035.4442494817
Net Quantity Produced,Line 91,1028623,0.97,2372670.194296691,1844073.4867590342,1865035.4442494817
Net Quantity Produced,Line 91,1028623,0.98,2380291.560907383,1851080.366444112,1865035.4442494817
Net Quantity Produced,Line 91,1028623,0.99,2389122.619861748,1853915.8392119543,1865035.4442494817
Net Quantity Produced,Line 91,1028623,1.0,2405903.1790220337,1860676.6913125336,1865035.4442494817
