Basis,Line,Product,,Rate,Yield,Uptime
Run Time,Line 61,1016779 C,0.64,40.392556640624996,41.3063841093762,42.497259911894275
Run Time,Line 61,1016779 C,0.65,40.392556640624996,41.345639256285175,42.58715229704217
Run Time,Line 61,1016779 C,0.66,40.392556640624996,41.3804931351822,42.69735934550032
Run Time,Line 61,1016779 C,0.67,40.392556640624996,41.40434384404925,42.97897136563876
Run Time,Line 61,1016779 C,0.68,40.392556640624996,41.4281945529163,43.2351900566394
Run Time,Line 61,1016779 C,0.69,40.392556640624996,41.49546990291262,43.34539710509755
Run Time,Line 61,1016779 C,0.7,40.39426591806078,41.62064477441462,43.562256135934554
Run Time,Line 61,1016779 C,0.71,40.399051894881005,41.74581964591662,43.84666142227816
Run Time,Line 61,1016779 C,0.72,40.404506959705046,41.79946601941747,44.39769666456891
Run Time,Line 61,1016779 C,0.73,40.410463840531975,41.79946601941747,44.724254877281304
Run Time,Line 61,1016779 C,0.74,40.420571339789994,41.79946601941747,44.73999874134676
Run Time,Line 61,1016779 C,0.75,40.431810825892846,41.80962138045232,44.90175424795469
Run Time,Line 61,1016779 C,0.76,40.431810825892846,41.823838885901104,45.13816614222782
Run Time,Line 61,1016779 C,0.77,40.431810825892846,41.83805639134989,45.5396346758968
Run Time,Line 61,1016779 C,0.78,40.431810825892846,41.84008746355685,45.70799244808055
Run Time,Line 61,1016779 C,0.79,40.431810825892846,41.84008746355685,45.70799244808055
Run Time,Line 61,1016779 C,0.8,40.431810825892846,41.84008746355685,45.70799244808055
Run Time,Line 61,1016779 C,0.81,40.431810825892846,41.85433262952207,45.70799244808055
Run Time,Line 61,1016779 C,0.82,40.431810825892846,41.86857779548728,45.70799244808055
Run Time,Line 61,1016779 C,0.83,40.431810825892846,41.89102273440442,45.70799244808055
Run Time,Line 61,1016779 C,0.84,40.432144904065346,41.96266631103301,45.70799244808055
Run Time,Line 61,1016779 C,0.85,40.436821998480234,42.03430988766161,45.70799244808055
Run Time,Line 61,1016779 C,0.86,40.44800047935306,42.097861954459205,45.70799244808055
Run Time,Line 61,1016779 C,0.87,40.475432426370766,42.14118524667931,45.70799244808055
Run Time,Line 61,1016779 C,0.88,40.496400128183076,42.18450853889943,45.70799244808055
Run Time,Line 61,1016779 C,0.89,40.51090358479001,42.231689935064935,45.70799244808055
Run Time,Line 61,1016779 C,0.9,40.52244684424269,42.28401546982429,45.70799244808055
Run Time,Line 61,1016779 C,0.91,40.532806024833654,42.33634100458365,45.70799244808055
Run Time,Line 61,1016779 C,0.92,40.53567220075659,42.471948181429745,45.70799244808055
Run Time,Line 61,1016779 C,0.93,40.54141881718777,42.67001658984087,45.70799244808055
Run Time,Line 61,1016779 C,0.94,40.567906386515176,42.868084998252,45.70799244808055
Run Time,Line 61,1016779 C,0.95,40.92043727437223,42.99358976051977,45.70799244808055
Run Time,Line 61,1016779 C,0.96,41.85984613558269,43.09006906433019,45.70799244808055
Run Time,Line 61,1016779 C,0.97,42.73538687297349,43.186548368140606,45.70799244808055
Run Time,Line 61,1016779 C,0.98,43.56302651749952,43.286731788079464,45.70799244808055
Run Time,Line 61,1016779 C,0.99,44.814425157563015,43.387532560706404,45.70799244808055
Run Time,Line 61,1016779 C,1.0,46.181394432773104,43.48833333333333,45.70799244808055
Run Time,Line 61,1018534 C,0.5,847.9411111111111,847.9411111111111,847.9411111111111
Run Time,Line 61,1018534 C,0.51,850.5403396954006,847.9411111111111,851.6765345080764
Run Time,Line 61,1018534 C,0.52,852.4249573082017,847.9411111111111,854.6648732256486
Run Time,Line 61,1018534 C,0.53,853.3360935899225,847.9411111111111,858.8983530755427
Run Time,Line 61,1018534 C,0.54,855.2148432333487,847.9411111111111,865.1240587371512
Run Time,Line 61,1018534 C,0.55,856.3294934325808,847.9411111111111,867.8135635829663
Run Time,Line 61,1018534 C,0.56,856.3790153907266,847.9411111111111,869.6065668135096
Run Time,Line 61,1018534 C,0.57,858.4843580847019,847.9411111111111,873.4914071463534
Run Time,Line 61,1018534 C,0.58,860.2310754676236,847.9411111111111,877.5754700603688
Run Time,Line 61,1018534 C,0.59,861.3714071895613,848.080951474263,883.250485155011
Run Time,Line 61,1018534 C,0.6,861.9004102114174,848.449621522572,888.5355589269939
Run Time,Line 61,1018534 C,0.61,861.9348781475363,848.5767491254375,892.4474357448198
Run Time,Line 61,1018534 C,0.62,863.5432278460827,848.5767491254373,896.5016152716594
Run Time,Line 61,1018534 C,0.63,865.0105876216618,848.5767491254375,896.5016152716594
Run Time,Line 61,1018534 C,0.64,865.8720221494814,848.5767491254373,896.5016152716594
Run Time,Line 61,1018534 C,0.65,866.4198809524792,848.5767491254373,896.5016152716594
Run Time,Line 61,1018534 C,0.66,866.6742823911188,848.5767491254373,896.5016152716594
Run Time,Line 61,1018534 C,0.67,866.7705801261641,848.5767491254375,896.5016152716594
Run Time,Line 61,1018534 C,0.68,867.0309562563714,848.5767491254372,896.5016152716594
Run Time,Line 61,1018534 C,0.69,867.1617977686373,848.5767491254373,896.5016152716594
Run Time,Line 61,1018534 C,0.7,867.364457916817,848.5767491254375,896.5016152716594
Run Time,Line 61,1018534 C,0.71,867.6839174732664,848.5767491254372,896.5016152716594
Run Time,Line 61,1018534 C,0.72,867.8363555359051,848.5767491254373,896.5016152716594
Run Time,Line 61,1018534 C,0.73,868.1608300196366,848.5767491254373,896.5016152716594
Run Time,Line 61,1018534 C,0.74,868.2671722443733,848.5767491254373,896.5016152716594
Run Time,Line 61,1018534 C,0.75,868.2671722443733,848.5767491254373,896.5016152716594
Run Time,Line 61,1018534 C,0.76,868.2671722443733,848.5767491254373,896.5016152716594
Run Time,Line 61,1018534 C,0.77,868.2671722443733,848.5767491254373,896.5016152716594
Run Time,Line 61,1018534 C,0.78,868.2671722443733,848.5767491254373,896.5016152716594
Run Time,Line 61,1018534 C,0.79,868.2671722443733,848.5767491254372,896.5016152716594
Run Time,Line 61,1018534 C,0.8,868.7384151408196,848.5767491254375,896.5016152716594
Run Time,Line 61,1018534 C,0.81,869.0630174984927,848.5767491254373,896.5016152716594
Run Time,Line 61,1018534 C,0.82,869.0630174984927,848.5767491254372,896.5016152716594
Run Time,Line 61,1018534 C,0.83,869.0630174984927,848.5767491254375,896.5016152716594
Run Time,Line 61,1018534 C,0.84,869.0630174984927,848.5767491254373,896.5016152716594
Run Time,Line 61,1018534 C,0.85,869.0630174984927,848.5767491254373,896.5016152716594
Run Time,Line 61,1018534 C,0.86,869.0630174984927,848.5767491254373,896.5016152716594
Run Time,Line 61,1018534 C,0.87,869.0630174984927,848.5767491254375,896.5016152716594
Run Time,Line 61,1018534 C,0.88,869.0630174984927,848.8331167233605,896.5016152716594
Run Time,Line 61,1018534 C,0.89,869.0630174984927,852.5504468932453,896.5016152716594
Run Time,Line 61,1018534 C,0.9,869.8588627526123,854.9859390735146,896.5016152716594
Run Time,Line 61,1018534 C,0.91,870.8467891615936,854.9859390735147,896.5016152716594
Run Time,Line 61,1018534 C,0.92,875.2812150856083,855.2185883086366,896.5016152716594
Run Time,Line 61,1018534 C,0.93,888.805468388616,855.5934120763334,896.5016152716594
Run Time,Line 61,1018534 C,0.94,894.4269288026251,855.6321869488536,896.5016152716594
Run Time,Line 61,1018534 C,0.95,895.3259108844362,855.6321869488536,896.5016152716594
Run Time,Line 61,1018534 C,0.96,896.1217561385557,855.6321869488535,896.5016152716594
Run Time,Line 61,1018534 C,0.97,897.3902801952788,855.6321869488536,896.5016152716594
Run Time,Line 61,1018534 C,0.98,951.516400795865,855.6321869488536,896.5016152716594
Run Time,Line 61,1018534 C,0.99,955.8101501975182,855.6321869488535,896.5016152716594
Run Time,Line 61,1018534 C,1.0,1179.723553165375,855.6321869488536,896.5016152716594
Run Time,Line 61,1018535 B,0.5,136.92055555555555,136.92055555555555,136.92055555555555
Run Time,Line 61,1018535 B,0.51,137.31782849324586,136.97604946739412,138.61257398615822
Run Time,Line 61,1018535 B,0.52,137.93735472971886,137.04584974264404,140.11007383346222
Run Time,Line 61,1018535 B,0.53,138.03649439104407,137.28732637883002,148.40057315128803
Run Time,Line 61,1018535 B,0.54,138.47286902307332,137.50600845661415,152.28068127392072
Run Time,Line 61,1018535 B,0.55,138.53758716464924,137.59932046318804,155.14567608622366
Run Time,Line 61,1018535 B,0.56,138.64696566190318,137.67109892978334,156.43986002736628
Run Time,Line 61,1018535 B,0.57,138.71681374250184,137.67109892978334,157.51313341662205
Run Time,Line 61,1018535 B,0.58,138.8280716024236,138.25542642363322,158.40557294703234
Run Time,Line 61,1018535 B,0.59,138.87721229523743,140.15449077864534,161.35414232653142
Run Time,Line 61,1018535 B,0.6,138.94344984452903,141.39147283117978,162.05646193507445
Run Time,Line 61,1018535 B,0.61,139.0278761322823,141.56912319974987,163.28710965554168
Run Time,Line 61,1018535 B,0.62,139.2367303304574,141.74717094704923,164.05638666587342
Run Time,Line 61,1018535 B,0.63,139.5723314268255,141.92568230286602,164.4204980843596
Run Time,Line 61,1018535 B,0.64,139.60020241857086,142.74562193731373,166.43557376008886
Run Time,Line 61,1018535 B,0.65,139.64971939279218,144.11535723915938,167.38861707022033
Run Time,Line 61,1018535 B,0.66,139.6766139029784,144.6768233422758,167.68479360659964
Run Time,Line 61,1018535 B,0.67,139.6971413531711,144.73312119618652,169.0610858944613
Run Time,Line 61,1018535 B,0.68,139.73586762674833,144.75044361277446,169.81570070002184
Run Time,Line 61,1018535 B,0.69,139.79494671123507,144.75044361277446,170.59817369464773
Run Time,Line 61,1018535 B,0.7,139.8438239199265,144.79381453220898,171.12259188529956
Run Time,Line 61,1018535 B,0.71,139.8702953883045,144.8501967274739,171.50087676839786
Run Time,Line 61,1018535 B,0.72,139.93754483307754,144.8588709113608,173.90547835088344
Run Time,Line 61,1018535 B,0.73,139.93754483307754,144.8588709113608,175.41764040295874
Run Time,Line 61,1018535 B,0.74,139.93754483307754,144.8588709113608,175.94645725504193
Run Time,Line 61,1018535 B,0.75,139.93754483307754,144.8588709113608,175.94645725504193
Run Time,Line 61,1018535 B,0.76,139.93754483307754,144.8588709113608,175.94645725504193
Run Time,Line 61,1018535 B,0.77,139.93754483307754,144.8588709113608,175.94645725504193
Run Time,Line 61,1018535 B,0.78,139.93754483307754,144.8588709113608,175.94645725504193
Run Time,Line 61,1018535 B,0.79,139.98977185033587,144.8588709113608,175.94645725504193
Run Time,Line 61,1018535 B,0.8,140.2095322865918,144.8588709113608,175.94645725504193
Run Time,Line 61,1018535 B,0.81,140.67490887212665,144.8588709113608,175.94645725504193
Run Time,Line 61,1018535 B,0.82,143.6200766012318,144.8588709113608,175.94645725504193
Run Time,Line 61,1018535 B,0.83,146.98201987909644,144.87624528868147,175.94645725504193
Run Time,Line 61,1018535 B,0.84,147.3251052765215,144.93271201497376,175.94645725504193
Run Time,Line 61,1018535 B,0.85,147.58516785656732,144.9674607696152,175.94645725504193
Run Time,Line 61,1018535 B,0.86,148.03920792993642,144.96746076961517,175.94645725504193
Run Time,Line 61,1018535 B,0.87,148.17511632533325,144.96746076961517,175.94645725504193
Run Time,Line 61,1018535 B,0.88,148.27478004034913,144.96746076961517,175.94645725504193
Run Time,Line 61,1018535 B,0.89,148.2948345384223,144.96746076961517,175.94645725504193
Run Time,Line 61,1018535 B,0.9,148.36915589201908,144.9674607696152,175.94645725504193
Run Time,Line 61,1018535 B,0.91,148.36915589201908,144.96746076961517,175.94645725504193
Run Time,Line 61,1018535 B,0.92,148.36915589201908,144.96746076961517,175.94645725504193
Run Time,Line 61,1018535 B,0.93,148.5051496187762,144.96746076961517,175.94645725504193
Run Time,Line 61,1018535 B,0.94,148.5051496187762,144.96746076961517,175.94645725504193
Run Time,Line 61,1018535 B,0.95,148.5051496187762,144.96746076961517,175.94645725504193
Run Time,Line 61,1018535 B,0.96,148.61394460018187,144.96746076961517,175.94645725504193
Run Time,Line 61,1018535 B,0.97,149.24163225913426,144.96746076961517,175.94645725504193
Run Time,Line 61,1018535 B,0.98,154.8543096964419,144.96746076961517,175.94645725504193
Run Time,Line 61,1018535 B,0.99,171.12346514546962,145.55927652327682,175.94645725504193
Run Time,Line 61,1018535 B,1.0,326.3849442170905,146.20041025641027,175.94645725504193
Run Time,Line 61,1018545 C,0.5,506.62583333333333,506.62583333333333,506.62583333333333
Run Time,Line 61,1018545 C,0.51,506.8484293033969,511.50714497119304,507.6489864820847
Run Time,Line 61,1018545 C,0.52,507.3115171703655,511.6640501773059,509.4582572993782
Run Time,Line 61,1018545 C,0.53,507.4953947371445,511.66405017730585,512.504562154379
Run Time,Line 61,1018545 C,0.54,507.86572528745006,511.66405017730585,516.3052821833976
Run Time,Line 61,1018545 C,0.55,508.1748395920233,512.0281556811773,517.4874591353272
Run Time,Line 61,1018545 C,0.56,508.41637070347105,512.0473191287496,521.4592019031446
Run Time,Line 61,1018545 C,0.57,508.53358790316133,512.0473191287496,523.6893874592834
Run Time,Line 61,1018545 C,0.58,508.7855111403788,512.0473191287496,525.3906421083802
Run Time,Line 61,1018545 C,0.59,508.8850066989338,512.0473191287496,527.4789546935149
Run Time,Line 61,1018545 C,0.6,509.06298392120203,512.0473191287496,529.251652468874
Run Time,Line 61,1018545 C,0.61,509.1817296960232,512.0473191287496,531.532561450005
Run Time,Line 61,1018545 C,0.62,509.2865522149389,512.0473191287496,534.68003257329
Run Time,Line 61,1018545 C,0.63,509.3605833642567,512.0473191287496,537.2964242029415
Run Time,Line 61,1018545 C,0.64,509.4281469013844,512.0473191287496,540.0808409831211
Run Time,Line 61,1018545 C,0.65,509.4680079385509,512.0473191287496,540.0808409831211
Run Time,Line 61,1018545 C,0.66,509.5400710225212,512.0473191287496,540.0808409831211
Run Time,Line 61,1018545 C,0.67,509.6390064676656,512.4311626963123,540.0808409831211
Run Time,Line 61,1018545 C,0.68,509.65939458151774,512.4311626963123,540.0808409831211
Run Time,Line 61,1018545 C,0.69,509.77669350304507,512.4311626963123,540.0808409831211
Run Time,Line 61,1018545 C,0.7,509.928618694225,512.4311626963123,540.0808409831211
Run Time,Line 61,1018545 C,0.71,510.0869611877102,512.4311626963123,540.0808409831211
Run Time,Line 61,1018545 C,0.72,510.08696118771024,512.4311626963123,540.0808409831211
Run Time,Line 61,1018545 C,0.73,510.08696118771024,512.4311626963123,540.0808409831211
Run Time,Line 61,1018545 C,0.74,510.08696118771024,512.4311626963123,540.0808409831211
Run Time,Line 61,1018545 C,0.75,510.08696118771024,512.4311626963123,540.0808409831211
Run Time,Line 61,1018545 C,0.76,510.08696118771024,512.4311626963123,540.0808409831211
Run Time,Line 61,1018545 C,0.77,510.08696118771024,512.4311626963123,540.0808409831211
Run Time,Line 61,1018545 C,0.78,510.08696118771024,512.4311626963123,540.0808409831211
Run Time,Line 61,1018545 C,0.79,510.2373817573558,512.4311626963123,540.0808409831211
Run Time,Line 61,1018545 C,0.8,510.40646445184285,512.4311626963123,540.0808409831211
Run Time,Line 61,1018545 C,0.81,510.5120336553666,512.4311626963123,540.0808409831211
Run Time,Line 61,1018545 C,0.82,510.5120336553666,512.4311626963123,540.0808409831211
Run Time,Line 61,1018545 C,0.83,510.5120336553666,512.4311626963123,540.0808409831211
Run Time,Line 61,1018545 C,0.84,510.5120336553666,512.4311626963123,540.0808409831211
Run Time,Line 61,1018545 C,0.85,510.5120336553666,512.4311626963123,540.0808409831211
Run Time,Line 61,1018545 C,0.86,510.5120336553666,512.4311626963123,540.0808409831211
Run Time,Line 61,1018545 C,0.87,510.5120336553666,512.4311626963123,540.0808409831211
Run Time,Line 61,1018545 C,0.88,510.5120336553666,512.7848286150523,540.0808409831211
Run Time,Line 61,1018545 C,0.89,510.5120336553666,512.8155821732038,540.0808409831211
Run Time,Line 61,1018545 C,0.9,510.5120336553666,512.8155821732038,540.0808409831211
Run Time,Line 61,1018545 C,0.91,510.5120336553666,512.8155821732038,540.0808409831211
Run Time,Line 61,1018545 C,0.92,510.5120336553666,513.0313422979348,540.0808409831211
Run Time,Line 61,1018545 C,0.93,510.5120336553666,514.2164256127405,540.0808409831211
Run Time,Line 61,1018545 C,0.94,510.5730326768018,515.5758194947219,540.0808409831211
Run Time,Line 61,1018545 C,0.95,510.93710612302306,515.9118271976457,540.0808409831211
Run Time,Line 61,1018545 C,0.96,510.93710612302306,515.9830411671069,540.0808409831211
Run Time,Line 61,1018545 C,0.97,511.8124447383476,516.2263234866725,540.0808409831211
Run Time,Line 61,1018545 C,0.98,513.5664829586692,516.6214941563982,540.0808409831211
Run Time,Line 61,1018545 C,0.99,516.9057408395968,516.6917392569014,540.0808409831211
Run Time,Line 61,1018545 C,1.0,1763.52009840324,517.0825802094407,540.0808409831211
Run Time,Line 61,1018641 A,0.5,71.81083333333335,71.81083333333335,71.81083333333335
Run Time,Line 61,1018641 A,0.51,71.81670498373434,71.84462879383965,71.98913877463583
Run Time,Line 61,1018641 A,0.52,71.81931904318503,72.00140144147548,72.21174910025708
Run Time,Line 61,1018641 A,0.53,71.85797952760262,72.1514756214396,72.53708594687235
Run Time,Line 61,1018641 A,0.54,71.8685790379758,72.28368722094581,72.99794361610971
Run Time,Line 61,1018641 A,0.55,71.87136440084643,72.53851931218877,74.24760197086549
Run Time,Line 61,1018641 A,0.56,71.87545843485267,72.94049599351575,74.60942519280206
Run Time,Line 61,1018641 A,0.57,71.87737144511884,73.17721918798989,75.74137155098546
Run Time,Line 61,1018641 A,0.58,71.88047547651468,73.31951181854811,75.87341748071981
Run Time,Line 61,1018641 A,0.59,71.88619070807479,73.34538320592233,76.4380875749786
Run Time,Line 61,1018641 A,0.6,71.89099134113714,73.34538320592233,76.66916795201374
Run Time,Line 61,1018641 A,0.61,71.89335145354163,73.34538320592233,76.94455321336763
Run Time,Line 61,1018641 A,0.62,71.90358518371998,73.34538320592233,77.70859528706087
Run Time,Line 61,1018641 A,0.63,71.92903064074106,73.34538320592233,77.96226246786635
Run Time,Line 61,1018641 A,0.64,71.93568970517447,73.34538320592233,78.14165381319626
